,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
94,94,948227477578625025,Thread 6,1514910022,5) Bitcoin's true potential w/ @aantonop hosted by @kevinrose: https://t.co/sqTBONK1db,2,10,1,https://t.co/sqTBONK1db,"5)
Bitcoin's true potential w/
@aantonop
hosted by
@kevinrose
:
overcast.fm/+GJehQW4Ls"
95,95,948227480120385536,Thread 6,1514910023,"6) @VitalikButerin on DAO, Casper and Blockchain interoperability hosted by @epicenterbtc: https://t.co/nBmvVinSXL",4,8,1,https://t.co/nBmvVinSXL,"6)
@VitalikButerin
on DAO, Casper and Blockchain interoperability hosted by
@epicenterbtc
:
overcast.fm/+BuoQ4td_k"
96,96,948227482813124611,Thread 6,1514910023,7) How to value a crypto asset w/ @cburniske hosted by @patrick_oshag: https://t.co/JcvSrK4QEy,3,10,1,https://t.co/JcvSrK4QEy,"7)
How to value a crypto asset w/
@cburniske
hosted by
@patrick_oshag
:
overcast.fm/+HOFjmLSAI"
97,97,948227485300379648,Thread 6,1514910024,8) Bitcoin business &amp; adoption w/ @ErikVoorhees hosted by @fernandoulrich of @crypto_voices: https://t.co/H2anRD3tVN,2,8,1,https://t.co/H2anRD3tVN,"8)
Bitcoin business & adoption w/
@ErikVoorhees
hosted by
@fernandoulrich
of
@crypto_voices
:
overcast.fm/+H1hPaf5-Q"
98,98,948227491763761152,Thread 6,1514910025,10) Discussions with @SatoshiLite on future &amp; LTC hosted by @teedubya &amp; @joelcomm: https://t.co/rS8sBF5VgJ,2,8,1,https://t.co/rS8sBF5VgJ,"9)
@jimmysong
on cryptoverse hosted by
@KennethBosak
:
overcast.fm/+EtcZyQtho"
99,99,948227487959482369,Thread 6,1514910025,9) @jimmysong on cryptoverse hosted by @KennethBosak: https://t.co/VvptZUcXmJ,3,8,2,https://t.co/VvptZUcXmJ,"10)
Discussions with
@SatoshiLite
on future & LTC hosted by
@teedubya
&
@joelcomm
:
overcast.fm/+JlWAFFhOI"
100,100,948227495064670209,Thread 6,1514910026,11) @naval on squeezing VCs &amp; regulations hosted by @laurashin: https://t.co/JOBjZNpYU8,2,6,1,https://t.co/JOBjZNpYU8,"11)
@naval
on squeezing VCs & regulations hosted by
@laurashin
:
overcast.fm/+LNqd4IKoM"
101,101,948227496968884225,Thread 6,1514910027,12) On investments with @zxocw of @polychaincap by @AdamDraper: https://t.co/OTYgmr93U3,1,5,1,https://t.co/OTYgmr93U3,"12)
On investments with
@zxocw
of
@polychaincap
by
@AdamDraper
:
overcast.fm/+G9rjHTjjE"
102,102,948227504661200896,Thread 6,1514910028,"BONUS: Best Podcast Episode of 2017 is by @farnamstreet w/ @naval on Reading, Happiness, Systems for Decision MakinÃ¢?Â¦ https://t.co/xH5F6CFCvE",6,20,1,https://t.co/xH5F6CFCvE,"Honorable mention and shout out to
@WorldCryptoNet
and Offchain series by
@jimmysong
=> lots of time invested and work done for high-quality updates on the industry shape and status!"
103,103,948227501687492611,Thread 6,1514910028,Honorable mention and shout out to @WorldCryptoNet and Offchain series by @jimmysong =&gt; lots of time invested and wÃ¢?Â¦ https://t.co/GeheaFXy56,2,3,2,https://t.co/GeheaFXy56,"BONUS: Best Podcast Episode of 2017 is by
@farnamstreet
w/
@naval
on Reading, Happiness, Systems for Decision Making, Habits & Radical Honesty:
overcast.fm/+Ei1BFuA1Y"
104,104,948290767713390592,Thread 6,1514925112,Another honourable mention: CryptoHaruspex by @thecryptosyn: https://t.co/cbzsaWqq35,0,4,1,https://t.co/cbzsaWqq35,"Another honourable mention: CryptoHaruspex by
@thecryptosyn
:
overcast.fm/itunes13047067…"
105,105,950049536424185856,Thread 6,1515344435,And one more mention: LedgerCast by @ledgerstatus: https://t.co/fVWGdNPI9i,0,2,0,https://t.co/fVWGdNPI9i,
126,126,981831612965924864,Thread 8,1522921872,"Thread: 1/@rogerkver has been speaking around #Korea, such as at #deconomy2018 (along with @Excellion, @Jcp,Ã¢?Â¦ https://t.co/mORT9dxwLm",79,184,5,https://t.co/mORT9dxwLm,"Thread: 1/
@rogerkver
has been speaking around
#Korea
, such as at
#deconomy2018
(along with
@Excellion
,
@Jcp
,
@VitalikButerin
, + many others). We want to address some of his popular talking points, such as the ones in his promotion video:"
127,127,981831616875003904,Thread 8,1522921873,"3/@rogerkver and many others overestimated #Bitcoin technology in the early days, pitching it in certain way, basedÃ¢?Â¦ https://t.co/j36rm2z6CG",0,46,3,https://t.co/j36rm2z6CG,"2/starting with a promotion of
Bitcoin.com
- several pointers: this website presents itself as a Bitcoin site and as a community. In fact, it's a for-profit site to promote $BCH first and foremost. There ARE strings attached. He HAS a stake in it, incentive to promote"
128,128,981831615000162304,Thread 8,1522921873,2/starting with a promotion of https://t.co/OWbdOGTZj5 - several pointers: this website presents itself as a BitcoiÃ¢?Â¦ https://t.co/UwL7jFzOqU,1,60,2,https://t.co/OWbdOGTZj5 - several pointers: this website presents itself as a BitcoiÃ¢?Â¦ ,"3/
@rogerkver
and many others overestimated
#Bitcoin
technology in the early days, pitching it in certain way, based on what they saw at that time. Merchant adoption would be nice to see, but is limited by the constraints of the technology. That became clear as adoption grew."
129,129,981831618762457088,Thread 8,1522921874,"4/@rogerkver can say that he didn't change to $BCH and he can say that $BCH is #Bitcoin, but if nobody else sees itÃ¢?Â¦ https://t.co/19ZpqroeIC",2,44,2,https://t.co/19ZpqroeIC,"4/
@rogerkver
can say that he didn't change to $BCH and he can say that $BCH is
#Bitcoin
, but if nobody else sees it that way - it's just bad communication."
130,130,981831620696027136,Thread 8,1522921874,5/@rogerkver claims $BCH is cheaper to send (has lower fees) than #Bitcoin $BTC. This is true for any coins that eiÃ¢?Â¦ https://t.co/vKiKfev5RM,4,64,2,https://t.co/vKiKfev5RM,"5/
@rogerkver
claims $BCH is cheaper to send (has lower fees) than
#Bitcoin
$BTC. This is true for any coins that either sacrifice decentralization (the only distinguishing feature of cryptocurrency) or for coins that see low usage (such as $BCH or the early days of Bitcoin."
131,131,981831624449966083,Thread 8,1522921875,7/@rogerkver claimed $BCH is not double-spendable. False. Unconfirmed transactions have no consensus by definition.Ã¢?Â¦ https://t.co/1C06EqpP4I,1,45,2,https://t.co/1C06EqpP4I,"6/
@rogerkver
often claims that $BCH is 'basically instant' while
#Bitcoin
'can take several days'. If you pay the required fee, $BTC will get confirmed in the next block. What's true is that Bitcoin fees are higher. Caveat: see tweet #5 of this thread"
132,132,981831622554091520,Thread 8,1522921875,6/@rogerkver often claims that $BCH is 'basically instant' while #Bitcoin 'can take several days'. If you pay the rÃ¢?Â¦ https://t.co/wYH7HpJQ3k,1,44,2,https://t.co/wYH7HpJQ3k,"7/
@rogerkver
claimed $BCH is not double-spendable. False. Unconfirmed transactions have no consensus by definition. Trusting that a transaction gets into a block before it gets confirmed points to miner centralization. Competitive miners mine a double-spend if the fee is higher"
133,133,981831626417094658,Thread 8,1522921875,8/@rogerkver claimed $BCH is more reliable than #Bitcoin because your transaction will get into the next block. FalÃ¢?Â¦ https://t.co/c3S0FEzhab,0,39,2,https://t.co/c3S0FEzhab,"8/
@rogerkver
claimed $BCH is more reliable than
#Bitcoin
because your transaction will get into the next block. False. BCH is not more reliable than Bitcoin. See answers 6/ and 7/ of this thread."
134,134,981831630061953025,Thread 8,1522921876,10/@rogerkver says 'people' wrestled control of #Bitcoin away from others. False. This shows a complete misunderstaÃ¢?Â¦ https://t.co/XUiPSac3BH,2,56,3,https://t.co/XUiPSac3BH,"9/
@rogerkver
claims $BCH is actually more private than
#Bitcoin
. Unsubstantiated claim. We're waiting to hear his reasons for saying so."
135,135,981831628312883202,Thread 8,1522921876,9/@rogerkver claims $BCH is actually more private than #Bitcoin. Unsubstantiated claim. We're waiting to hear his reasons for saying so.,1,45,2,,"10/
@rogerkver
says 'people' wrestled control of
#Bitcoin
away from others. False. This shows a complete misunderstanding of the tech. If you believe cryptocurrencies can be controlled and taken over, then you should not value them. Lack of centralized control is the main feature"
136,136,981831633908088832,Thread 8,1522921877,12/@rogerkver criticizes 'replace-by-fee' in #Bitcoin. This is an excellent technology that matches the profit-seekÃ¢?Â¦ https://t.co/gJskhhU8bT,1,48,2,https://t.co/gJskhhU8bT,"11/
@rogerkver
thinks
#Bitcoin
is 'controlled' by 'people' who openly say they want blocks to be full. False. Bitcoin supporters want it to be infinite in size and free, but the constraints of reality compel us to do otherwise."
137,137,981831631936765952,Thread 8,1522921877,11/@rogerkver thinks #Bitcoin is 'controlled' by 'people' who openly say they want blocks to be full. False. BitcoiÃ¢?Â¦ https://t.co/5nzIBGkGxR,1,60,2,https://t.co/5nzIBGkGxR,"12/
@rogerkver
criticizes 'replace-by-fee' in
#Bitcoin
. This is an excellent technology that matches the profit-seeking behavior of miners
He believes people in Korea buy $BCH because it's 'like cash'. The reality is that people in Korea barely take their $crypto off the exchange"
138,138,981831636017823745,Thread 8,1522921878,"13/During the debate at #deconomy2018 with @Excellion, @rogerkver infamously declared that more babies and people aÃ¢?Â¦ https://t.co/5eR9ldi26y",2,56,4,https://t.co/5eR9ldi26y,"13/During the debate at
#deconomy2018
with
@Excellion
,
@rogerkver
infamously declared that more babies and people are dying because people chose
#Bitcoin
over $BCH. This is a logical fallacy, an appeal to emotion.
logicallyfallacious.com/tools/lp/Bo/Lo…"
139,139,981831638039449600,Thread 8,1522921878,14/@rogerkver claims that zero confirmation transactions are safe on $BCH. This is false. Zero confirmation transacÃ¢?Â¦ https://t.co/LdMbpn5ZNQ,2,56,3,https://t.co/LdMbpn5ZNQ,"14/
@rogerkver
claims that zero confirmation transactions are safe on $BCH. This is false. Zero confirmation transactions are unsafe because they're susceptible to double-spend attacks, or $BCH has centralized mining which means the entire BCH blockchain isn't safe."
140,140,981831641990512640,Thread 8,1522921879,"Last/ At #SeoulBitcoin, we want to help people rely on their own understanding of #Bitcoin to see through these falÃ¢?Â¦ https://t.co/7aZ7rDf0hj",1,70,2,https://t.co/7aZ7rDf0hj,"15/
@rogerkver
claims that
#Bitcoin
is slow and expensive while $BCH is fast and cheap. False. Bitcoin is not BOTH slow and expensive. It is sometimes one or the other. Also, see /5 for reasons why $BCH has cheaper transactions than Bitcoin."
141,141,981831639956316160,Thread 8,1522921879,15/@rogerkver claims that #Bitcoin is slow and expensive while $BCH is fast and cheap. False. Bitcoin is not BOTH sÃ¢?Â¦ https://t.co/Kp9WZ74f3I,0,42,6,https://t.co/Kp9WZ74f3I,"Last/ At
#SeoulBitcoin
, we want to help people rely on their own understanding of
#Bitcoin
to see through these false, misleading, or cherry picked claims made by any and all poorly informed and self-aggrandizing critics. And we agree with
@jcp
on polite discussion."
158,158,999284927983243264,Thread 10,1527083067,"Au vu de ce tweet aberrant et de la logorrhÃÂ©e anti enquÃÂªte #Mueller/#FBI,2 questions: 
1) y a-t-il 1 rÃÂ©vÃÂ©lation danÃ¢?Â¦ https://t.co/gwb5msRz2i",33,37,7,https://t.co/gwb5msRz2i,"Au vu de ce tweet aberrant et de la logorrhée anti enquête
#Mueller
/
#FBI
,2 questions:
1)
y a-t-il 1 révélation dans les tuyaux expliquant ce""pétage de plombs""apparent?
2)
Mais
#Trump
s'égare-t-il vraiment ou organise-t-il avec soin les conditions du renvoi de Rosenstein/Mueller?
External Tweet loading...
If nothing shows, it may have been deleted
by @realDonaldTrump
view original on Twitter"
159,159,999290681439944704,Thread 10,1527084439,2) #thread Rappel de la situation: #Trump veut imposer l'idÃÂ©e que le #FBI espionna sa campagne ÃÂ  l'ÃÂ©tÃÂ© 2016. En faiÃ¢?Â¦ https://t.co/1rNzSS0xDD,6,10,2,https://t.co/1rNzSS0xDD,"2)
#thread
Rappel de la situation:
#Trump
veut imposer l'idée que le
#FBI
espionna sa campagne à l'été 2016. En fait, selon ses méthodes habituelles, ayant connaissance de contacts inappropriés de 3 membres de la campagne
#Trump
avec la
#Russie
, le FBI leur a envoyé 1 informateur"
160,160,999291415908806656,Thread 10,1527084614,"3) Cet informateur du #FBI, ex de la CIA reconverti dans la recherche sur le renseignement, Stefan Halper, rencontrÃ¢?Â¦ https://t.co/RcUI6W2NMR",5,21,1,https://t.co/RcUI6W2NMR,"3)
Cet informateur du
#FBI
, ex de la CIA reconverti dans la recherche sur le renseignement, Stefan Halper, rencontra Page, Papadopoulos et Clovis, soupçonnés d'être les portes d'entrée de la
#Russie
dans la campagne
#Trump
. Bref, le
#FBI
a fait son job: du CONTRE-ESPIONNAGE..."
161,161,999291954734206976,Thread 10,1527084742,"4) Mais #Trump s'en moque, la piste de cet informateur levÃÂ©e dÃÂ©but mai par son ÃÂ¢me damnÃÂ©e #Nunes, patron rÃÂ©publicaiÃ¢?Â¦ https://t.co/VjdXMyZCIw",3,10,1,https://t.co/VjdXMyZCIw,"4)
Mais
#Trump
s'en moque, la piste de cet informateur levée début mai par son âme damnée
#Nunes
, patron républicain du comité du renseignement de la Chambre, lui permet de donner corps à sa grande théorie du complot: il aurait été espionné par l'administration
#Obama
."
162,162,999292568117669889,Thread 10,1527084888,5) Il y a donc 1 vÃÂ©ritable course contre la montre initiÃÂ©e par #Trump: il doit parvenir ÃÂ  l'aide de ce scandale monÃ¢?Â¦ https://t.co/iTZAerh3y9,3,14,1,https://t.co/iTZAerh3y9,"5)
Il y a donc 1 véritable course contre la montre initiée par
#Trump
: il doit parvenir à l'aide de ce scandale monté sur l'informateur Halper enfoncer le dernier clou du cercueil de l'enquête
#Mueller
...avant qu'elle ne touche au but très prochainement..."
